skills;skills_ai_det;skills_hasai_det;desc_tier_llm;desc_conf_llm;ai_confidence;desc_ai_llm;is_real_ai;hardskills;softskills;edu_level_det;edulevel_llm;experience_min_llm;ai_det_llm_match;desc_hard_det;desc_soft_det;desc_hard_llm;desc_soft_llm;id;job_title;location;company_id;company;age_in_days;pay_currency;pay_period;salary_min;salary_mid;salary_max;rating;discover_date;job_types;remote_work_types;city;state;country;latitude;longitude;ceo;headquarters;industry;sector;revenue;size;type;year_founded;region;job_family;sector_nace;cluster_architecture__methods;cluster_bi__analytics;cluster_backend_development;cluster_certifications;cluster_cloud_computing;cluster_data_analysis__stats;cluster_data_engineering;cluster_data_science__ml;cluster_databases__storage;cluster_devops__containers;cluster_dynamic__web;cluster_enterprise__managed;cluster_enterprise_platforms;cluster_frontend_development;cluster_generative_ai;cluster_legacy__mainframe;cluster_mobile__desktop;cluster_networking;cluster_os__embedded;cluster_scripting__shell;cluster_security__identity;cluster_systems_programming;cluster_testing_qa__debugging;cluster_tools__editors;skill_cluster;website
CI/CD, Kubernetes, Ansible, DevOps, AWS, Docker, Debian, Terraform, Perl, Ubuntu, GitHub, Greek, Linux, Kafka, Jenkins, GitLab, Python;;0;none;0.85;0.85;;0;ansible, aws, bash, ci/cd, cloudformation, computer vision, data engineering, data lake, debian, devops, docker, github, github actions, gitlab, grafana, helm, https, infrastructure as code, jenkins, kafka, kubernetes, linux, perl, prometheus, python, redhat, reporting, terraform, ubuntu;coaching, communication, cross-functional collaboration, innovation, presentation skills, troubleshooting;;-;4;1;ansible, aws, bash, ci/cd, cloudformation, computer vision, data engineering, data lake, debian, devops, docker, github, github actions, gitlab, grafana, helm, https, infrastructure as code, jenkins, kafka, kubernetes, linux, perl, prometheus, python, redhat, reporting, terraform, ubuntu;coaching, communication, cross-functional collaboration, innovation, presentation skills, troubleshooting;;;5665;AWS DevOps Engineer;Frankfurt am Main;6557089.0;payabl.;2;EUR;;;;;4.5;2025-10-23T00:00:00;Full-time;WORK_FROM_HOME;Frankfurt am Main;Hessen;Germany;50.11088;8.682433;Ugne Buraciene ;London, Vereinigtes Königreich;Finanzdienstleistungen;Finanzen;Unbekannt/Nicht zutreffend;51 bis 200 Mitarbeiter;Privatunternehmen;2011.0;Unknown;DevOps & Cloud;K;1;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;;
CI/CD, Cloud infrastructure, Kubernetes, Ansible, DevOps, Google Cloud Platform, Terraform, Cloud computing, GitLab;;0;none;0.85;0.85;;0;ansible, backbone, ci/cd, cloud computing, cloud infrastructure, cloud native, computer vision, container orchestration, devops, gcp, gitlab, gitlab ci, high availability, kubernetes, performance tuning, solid, terraform;collaboration, communication, flexibility, ownership, problem solving, troubleshooting;;-;-;1;ansible, backbone, ci/cd, cloud computing, cloud infrastructure, cloud native, computer vision, container orchestration, devops, gcp, gitlab, gitlab ci, high availability, kubernetes, performance tuning, solid, terraform;collaboration, communication, flexibility, ownership, problem solving, troubleshooting;;;5666;DevOps Engineer (m/w/d);Hamburg;;Sterlix GmbH;94;EUR;;;;;;2025-10-23T00:00:00;Full-time;WORK_FROM_HOME;Hamburg;Hamburg;Germany;53.55068;9.99697;;;;;;;;;Unknown;DevOps & Cloud;Unknown;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;
CI/CD, Unreal Engine, DevOps, C#, Test automation, Git, Windows, Docker, Perforce, Terraform, Linux, Jenkins, Python, PowerShell;;0;none;0.85;0.85;;0;c#, ci/cd, devops, devsecops, docker, git, infrastructure as code, jenkins, linux, powershell, python, teamcity, terraform, test automation, version control, windows;communication, creativity, flexibility, initiative, interpersonal skills, mentoring, teamwork;;-;3;1;c#, ci/cd, devops, devsecops, docker, git, infrastructure as code, jenkins, linux, powershell, python, teamcity, terraform, test automation, version control, windows;communication, creativity, flexibility, initiative, interpersonal skills, mentoring, teamwork;;;5667;DevOps Engineer (f/d/m);München;2067559.0;HOLOGATE GmbH;9;EUR;;;;;3.2;2025-10-16T00:00:00;Full-time, Part-time;;München;Bayern;Germany;48.13704;11.575529;;München, Deutschland;;;Unbekannt/Nicht zutreffend;1 bis 50 Mitarbeiter;Privatunternehmen;;Unknown;DevOps & Cloud;Unknown;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;;
CI/CD, Cloud infrastructure, Kubernetes, DevOps, NoSQL, Git, MongoDB, SPARQL, Databases, Docker, Distributed systems, Software development, GitHub, Apache, Swift, Jenkins, TypeScript, GitLab, Python, German;;0;ai_integration;0.85;0.85;Artificial Intelligence;0;agile, airflow, apache, ci/cd, cloud infrastructure, cloud native, computer vision, dagster, data pipelines, devops, docker, elk stack, git, github, github actions, gitlab, gitlab ci, grafana, helm, high availability, jenkins, kafka, kubernetes, machine learning, mongodb, networking, nosql, orchestration, prometheus, python, rabbitmq, scrum, software engineering, storage, swift, terraform, typescript, version control;collaboration, communication, cross-functional collaboration, curiosity, flexibility, initiative, leadership, organization, reliability, responsibility;;-;5;0;agile, airflow, apache, ci/cd, cloud infrastructure, cloud native, computer vision, dagster, data pipelines, devops, docker, elk stack, git, github, github actions, gitlab, gitlab ci, grafana, helm, high availability, jenkins, kafka, kubernetes, machine learning, mongodb, networking, nosql, orchestration, prometheus, python, rabbitmq, scrum, software engineering, storage, swift, terraform, typescript, version control;collaboration, communication, cross-functional collaboration, curiosity, flexibility, initiative, leadership, organization, reliability, responsibility;;;5668;Senior DevOps Engineer (f/m/x) – Dresden/Germany - part-time possible;Dresden;6671011.0;elevait GmbH & Co. KG;57;EUR;;;;;4.1;2025-09-29T00:00:00;Part-time;WORK_FROM_HOME;Dresden;Sachsen;Germany;51.051697;13.736883;;Dresden, Deutschland;Softwareentwicklung;Informationstechnologie;Unbekannt/Nicht zutreffend;Unbekannt;Privatunternehmen;;Unknown;DevOps & Cloud;J;1;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;
Jira, CI/CD, NoSQL, Git, Java, SQL, AWS, Confluence, Cloud computing, Maven, Python, PowerShell;;0;none;0.85;0.85;;0;aws, bash, bitbucket, ci/cd, cloud computing, confluence, continuous delivery, css, data analytics, devops, ec2, git, infrastructure as code, java, jira, lambda, maven, nosql, powershell, python, scrum, sonarqube, sql, sqs;flexibility, innovation;;Bachelor's;1;1;aws, bash, bitbucket, ci/cd, cloud computing, confluence, continuous delivery, css, data analytics, devops, ec2, git, infrastructure as code, java, jira, lambda, maven, nosql, powershell, python, scrum, sonarqube, sql, sqs;flexibility, innovation;;;5669;DEVOPS ENGINEER (M/W/D);Taufkirchen;9523899.0;BAROS Solutions GmbH;2;EUR;;;;;-0.100000001;2025-10-23T00:00:00;;;Taufkirchen;Bayern;Germany;48.04209;11.622057;;Taufkirchen, Deutschland;;;Unbekannt/Nicht zutreffend;1 bis 50 Mitarbeiter;Privatunternehmen;;Unknown;DevOps & Cloud;Unknown;1;1;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;;
CI/CD, Kubernetes, Ansible, English, Docker, Terraform, German;;0;none;0.85;0.85;;0;ansible, ci/cd, cka, ckad, cks, docker, kubernetes, linux, openshift, terraform;flexibility, mentoring, troubleshooting;;-;-;1;ansible, ci/cd, cka, ckad, cks, docker, kubernetes, linux, openshift, terraform;flexibility, mentoring, troubleshooting;;;5670;OpenShift DevOps Engineer (m/w/d);Home office;5038534.0;CLOUDETEER GmbH;8;EUR;ANNUAL;60000.0;72500.0;85000.0;3.6;2025-10-17T00:00:00;Full-time, Part-time;WORK_FROM_HOME;;;Portugal;39.5;-8.0;;Hamburg, Deutschland;IT-Kundenbetreuung;Informationstechnologie;Unbekannt/Nicht zutreffend;51 bis 200 Mitarbeiter;Unbekannt;2018.0;Unknown;DevOps & Cloud;J;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;
Azure, Rust, Kubernetes, C#, C++, Docker, C, Terraform, REST, Scrum, Agile, TypeScript;;0;none;0.85;0.85;;0;accessibility, agile, azure, c#, c++, cloud infrastructure, devops, docker, infrastructure as code, javascript, kubernetes, measures, optimization, rest, rust, scrum, terraform, typescript;adaptability, collaboration, curiosity, flexibility, innovation;;Bachelor's;3;1;accessibility, agile, azure, c#, c++, cloud infrastructure, devops, docker, infrastructure as code, javascript, kubernetes, measures, optimization, rest, rust, scrum, terraform, typescript;adaptability, collaboration, curiosity, flexibility, innovation;;;5671;Software Engineer (m/f/d);Germering;662589.0;DocuWare GmbH;32;EUR;;;;;4.7;2025-10-23T00:00:00;Full-time;;Germering;Bayern;Germany;48.130917;11.364874;Michael Berger;Beacon, Vereinigte Staaten von Amerika;Unternehmenssoftware & Netzwerklösungen;Informationstechnologie;25 bis 100 Millionen $ (USD);501 bis 1.000 Mitarbeiter;Privatunternehmen;1988.0;Unknown;Software Engineer;J;1;1;1;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;;
Go, Kubernetes, Ansible, Software deployment, DevOps, Git, Java, Microservices, Docker, PostgreSQL, Terraform, Continuous integration, GitHub, Agile, Linux, Jenkins, Python;;0;none;0.85;0.85;;0;agile, ansible, circleci, continuous integration, devops, docker, full stack, gcp, git, github, grafana, java, jenkins, kafka, kibana, kubernetes, linux, measures, microservices, orchestration, postgresql, prometheus, python, rabbitmq, redhat, serverless, terraform;collaboration, communication, decision making, flexibility, innovation, mentoring, reliability, responsibility, troubleshooting;;Bachelor's;3;1;agile, ansible, circleci, continuous integration, devops, docker, full stack, gcp, git, github, grafana, java, jenkins, kafka, kibana, kubernetes, linux, measures, microservices, orchestration, postgresql, prometheus, python, rabbitmq, redhat, serverless, terraform;collaboration, communication, decision making, flexibility, innovation, mentoring, reliability, responsibility, troubleshooting;;;5672;DevOps Engineer - Energy IT (f/m/d);Frankfurt am Main;11878.0;Deutsche Börse;25;EUR;;;;;4.2;2025-09-30T00:00:00;;;Frankfurt am Main;Hessen;Germany;50.11088;8.682433;Dr. Stephan Leithner;Eschborn, Deutschland;Börse;Finanzen;1 bis 5 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Aktiengesellschaft;1990.0;Unknown;DevOps & Cloud;K;1;1;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;
DevOps, AWS, Docker, Terraform, Scripting, AI, Python, SDLC;ai;1;ai_integration;0.8;0.8;Artificial Intelligence, AI/ML deployment patterns;0;aws, bash, bitbucket, devops, docker, infrastructure as code, python, terraform, yaml;collaboration, ownership;;-;5;1;aws, bash, bitbucket, devops, docker, infrastructure as code, python, terraform, yaml;collaboration, ownership;;;5673;DevOps Engineer;München;10734718.0;Knowlix GmbH;95;EUR;;;;;-0.100000001;2025-10-22T00:00:00;Full-time;;München;Bayern;Germany;48.13704;11.575529;;Tutzing, Deutschland;;;Unbekannt/Nicht zutreffend;1 bis 50 Mitarbeiter;Privatunternehmen;;Unknown;DevOps & Cloud;Unknown;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;
CI/CD, Azure, Kubernetes, Ansible, DevOps, Git, Google Cloud Platform, AWS, Docker, Terraform, Scripting, Adobe Experience Manager, Maven, Groovy, Jenkins, GitLab, Python;;0;none;0.85;0.85;;0;ansible, aws, azure, ci/cd, devops, docker, gcp, git, gitlab, gitlab ci, groovy, infrastructure as code, jenkins, kubernetes, maven, optimization, python, qa, shell, solid, sonarqube, terraform, yaml;collaboration, cross-functional collaboration, passion, proactive, reliability, troubleshooting;;Bachelor's;-;1;ansible, aws, azure, ci/cd, devops, docker, gcp, git, gitlab, gitlab ci, groovy, infrastructure as code, jenkins, kubernetes, maven, optimization, python, qa, shell, solid, sonarqube, terraform, yaml;collaboration, cross-functional collaboration, passion, proactive, reliability, troubleshooting;;;5674;Application Engineer- DevOps (f/m/d);Würzburg;3981.0;E.ON Digital Technology GmbH;32;EUR;;;;;4.0;2025-10-23T00:00:00;Full-time;;Würzburg;Bayern;Germany;49.79363;9.930947;Leonhard Birnbaum;Essen, Deutschland;Energie- & Versorgungswirtschaft;Energie, Bergbau, Versorgungswirtschaft;Mehr als 10 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Aktiengesellschaft;2000.0;Unknown;DevOps & Cloud;D;1;0;0;0;1;0;1;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;;
CI/CD, Azure, Go, Kubernetes, Ansible, English, Google Cloud Platform, AWS, Terraform, GitHub, Jenkins, GitLab, Python, German;;0;none;0.85;0.85;;0;aks, ansible, argo, aws, azure, azure devops, bash, ci/cd, cloudformation, devops, eks, gcp, github, gitlab, gke, grafana, jenkins, kubernetes, openshift, prometheus, puppet, python, redhat, terraform;;;-;-;1;aks, ansible, argo, aws, azure, azure devops, bash, ci/cd, cloudformation, devops, eks, gcp, github, gitlab, gke, grafana, jenkins, kubernetes, openshift, prometheus, puppet, python, redhat, terraform;;;;5675;Kubernetes DevOps Engineer (m/w/d);Wiesbaden;1350779.0;ORDIX AG;170;EUR;;;;;4.8;2025-10-08T00:00:00;Full-time;;Wiesbaden;Hessen;Germany;50.0817;8.239138;Wolfgang Kögler ;Paderborn, Deutschland;;;5 bis 25 Millionen $ (USD);51 bis 200 Mitarbeiter;Privatunternehmen;1990.0;Unknown;DevOps & Cloud;Unknown;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;;
CI/CD, Cloud infrastructure, Azure, Kubernetes, DevOps, Docker, Terraform, Scripting, PowerShell;;0;none;0.85;0.85;;0;az-104, az-305, az-400, azure, azure devops, ci/cd, cloud infrastructure, devops, docker, express, incident response, infrastructure as code, kubernetes, orchestration, powershell, solid, terraform;communication, cross-functional collaboration, organization, passion, problem solving, reliability, root cause analysis;;-;-;1;az-104, az-305, az-400, azure, azure devops, ci/cd, cloud infrastructure, devops, docker, express, incident response, infrastructure as code, kubernetes, orchestration, powershell, solid, terraform;communication, cross-functional collaboration, organization, passion, problem solving, reliability, root cause analysis;;;5676;AZURE CLOUD – DEVOPS ENGINEER;Frankfurt am Main;31344.0;DIGITALL Nature GmbH;23;EUR;;;;;4.1;2025-10-02T00:00:00;;;Frankfurt am Main;Hessen;Germany;50.11088;8.682433;David D. Laux;Frankfurt am Main, Deutschland;Unternehmensberatung;Management & Beratung;Unbekannt/Nicht zutreffend;501 bis 1.000 Mitarbeiter;Privatunternehmen;2000.0;Unknown;DevOps & Cloud;M;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;
CI/CD, Azure, Kubernetes, Ansible, Load balancing, DevOps, ERP systems, Google Cloud Platform, OpenStack, AWS, Docker, Terraform, REST, Computer networking, DNS, GitHub, APIs, Agile, Jenkins, GitLab, Python, IaaS;;0;none;0.85;0.85;;0;accessibility, agile, ansible, api, api development, aws, azure, ci/cd, cloud infrastructure, cloud native, cloud services, devops, dns, docker, foundation, gcp, github, github actions, gitlab, gitlab ci, infrastructure as code, jenkins, kubernetes, load balancing, multi-cloud, networking, orchestration, python, rest, routing, solid, terraform, test automation, version control;collaboration, communication, flexibility, innovation, leadership, passion;;-;3;1;accessibility, agile, ansible, api, api development, aws, azure, ci/cd, cloud infrastructure, cloud native, cloud services, devops, dns, docker, foundation, gcp, github, github actions, gitlab, gitlab ci, infrastructure as code, jenkins, kubernetes, load balancing, multi-cloud, networking, orchestration, python, rest, routing, solid, terraform, test automation, version control;collaboration, communication, flexibility, innovation, leadership, passion;;;5677;Senior DevOps Engineer (f/m/d) OpenStack & Cloud Infrastructure;Berlin;10471.0;SAP;4;EUR;;;;;4.2;2025-10-20T00:00:00;Full-time, Part-time;;Berlin;Berlin;Germany;52.51767;13.405538;Christian Klein;Walldorf, Deutschland;Unternehmenssoftware & Netzwerklösungen;Informationstechnologie;Mehr als 10 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Aktiengesellschaft;1972.0;Unknown;DevOps & Cloud;J;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;;
Docker;;0;none;0.85;0.85;;0;docker;;;Associate;5;1;docker;;;;5678;Senior DevOps Engineer (m/w/d) für Dokumentenmanagement und Automatisierung;Schwäbisch Hall;931876.0;Bausparkasse Schwäbisch Hall AG;92;EUR;;;;;4.3;2025-10-25T00:00:00;Full-time;;Schwäbisch Hall;Baden-Württemberg;Germany;49.11158;9.739951;Reinhard Klein;Schwäbisch Hall, Deutschland;Bank- & Kreditwesen;Finanzen;Unbekannt/Nicht zutreffend;1.001 bis 5.000 Mitarbeiter;Aktiengesellschaft;1931.0;Unknown;DevOps & Cloud;K;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
CI/CD, Azure, Kubernetes, Docker, Terraform, GitHub, Solarwinds, Jenkins;;0;none;0.85;0.85;;0;aks, azure, azure devops, azure pipelines, ci/cd, datadog, devops, docker, github, github actions, grafana, infrastructure as code, jenkins, kubernetes, orchestration, terraform, yaml;organization, troubleshooting;;Bachelor's;-;1;aks, azure, azure devops, azure pipelines, ci/cd, datadog, devops, docker, github, github actions, grafana, infrastructure as code, jenkins, kubernetes, orchestration, terraform, yaml;organization, troubleshooting;;;5679;DevOps Engineer;Frankfurt am Main;1312139.0;Quipu;17;EUR;;;;;2.7;2025-10-08T00:00:00;;;Frankfurt am Main;Hessen;Germany;50.11088;8.682433;Gian Marco Felice;Frankfurt am Main, Deutschland;;;Unbekannt/Nicht zutreffend;201 bis 500 Mitarbeiter;Privatunternehmen;;Unknown;DevOps & Cloud;Unknown;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;0;none;0.85;0.85;;0;devops;;;-;-;1;devops;;;;5680;IT-Administrator/DevOps Engineer (d/m/w);Berlin;4201.0;Prognos;10;EUR;;;;;4.2;2025-10-15T00:00:00;;;Berlin;Berlin;Germany;52.51767;13.405538;Stefan von Holtzbrinck;Stuttgart, Deutschland;Verlagswesen;Medien & Kommunikation;1 bis 5 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Privatunternehmen;1948.0;Unknown;DevOps & Cloud;J;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
English, Computer hardware, Linux, GitLab, Communication skills, German;;0;none;0.85;0.85;;0;gitlab, grafana, linux, software engineering;communication;master;Bachelor's;-;1;gitlab, grafana, linux, software engineering;communication;;;5681;DevOps Engineer (m/w/d);Hamburg;3140348.0;Media Broadcast Satellite GmbH;3;EUR;;;;;2.6;2025-10-22T00:00:00;Full-time;;Hamburg;Hamburg;Germany;53.55068;9.99697;;Usingen, Deutschland;Telekommunikationsdienstleistungen;Telekommunikation;Unbekannt/Nicht zutreffend;Unbekannt;Privatunternehmen;;Unknown;DevOps & Cloud;Unknown;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;
CI/CD, Azure, Kubernetes, DevOps, Google Cloud Platform, AWS, Docker, Terraform, Ruby, Linux, GitLab, Python;;0;none;0.85;0.85;;0;argo, aws, azure, ci/cd, cloud services, devops, docker, encryption, gcp, gitlab, gitlab ci, grafana, infrastructure as code, kubernetes, linux, prometheus, python, ruby, solid, ssl, terraform;communication, flexibility, ownership, reliability, responsibility, root cause analysis;bachelor;-;5;1;argo, aws, azure, ci/cd, cloud services, devops, docker, encryption, gcp, gitlab, gitlab ci, grafana, infrastructure as code, kubernetes, linux, prometheus, python, ruby, solid, ssl, terraform;communication, flexibility, ownership, reliability, responsibility, root cause analysis;;;5682;Senior DevOps Engineer (all genders);Berlin;2207226.0;Distribusion Technologies GmbH;60;EUR;;;;;3.5;2025-09-26T00:00:00;Full-time;;Berlin;Berlin;Germany;52.51767;13.405538;;Berlin, Deutschland;Unternehmenssoftware & Netzwerklösungen;Informationstechnologie;Unbekannt/Nicht zutreffend;51 bis 200 Mitarbeiter;Privatunternehmen;2012.0;Unknown;DevOps & Cloud;J;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;;
CI/CD, ASP.NET, Azure, C#, Git, English, Google Cloud Platform, Microservices, AWS, Docker, Scripting, GitHub, Jenkins, Python, German;;0;none;0.85;0.85;;0;asp.net, aws, azure, c#, ci/cd, docker, gcp, git, github, jenkins, kanban, microservices, orchestration, python, version control;;;-;-;1;asp.net, aws, azure, c#, ci/cd, docker, gcp, git, github, jenkins, kanban, microservices, orchestration, python, version control;;;;5683;DevOps Engineer (m/w/d);Nürnberg;1118500.0;NCP engineering GmbH;0;EUR;;;;;-0.100000001;2025-10-24T00:00:00;Full-time;;Nürnberg;Bayern;Germany;49.45094;11.075269;Peter Söll;Nürnberg, Deutschland;;;5 bis 25 Millionen $ (USD);51 bis 200 Mitarbeiter;Unbekannt;1986.0;Unknown;DevOps & Cloud;Unknown;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
CI/CD, Azure, Kubernetes, DevOps, Git, Terraform, Scripting, Software development, GitHub, APIs, Communication skills, Shell Scripting, Analytics;;0;none;0.85;0.85;;0;aks, api, api testing, azure, azure devops, ci/cd, cloud infrastructure, devops, dns, git, github, grafana, kubernetes, networking, prometheus, shell scripting, software engineering, solid, terraform, ux, windows;collaboration, communication, cross-functional collaboration, enthusiasm, flexibility, innovation, reliability;;-;3;1;aks, api, api testing, azure, azure devops, ci/cd, cloud infrastructure, devops, dns, git, github, grafana, kubernetes, networking, prometheus, shell scripting, software engineering, solid, terraform, ux, windows;collaboration, communication, cross-functional collaboration, enthusiasm, flexibility, innovation, reliability;;;5684;(Senior) Cloud Platform Engineer (f/m/d);München;2943865.0;Tangany GmbH;1;EUR;;;;;5.0;2025-10-24T00:00:00;;;München;Bayern;Germany;48.13704;11.575529;;München, Deutschland;Internet & Webdienste;Informationstechnologie;Unbekannt/Nicht zutreffend;1 bis 50 Mitarbeiter;Privatunternehmen;2019.0;Unknown;DevOps & Cloud;J;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;;
CI/CD, Elasticsearch, Azure, React, Kubernetes, NoSQL, English, Java, AWS, Docker, JavaScript, Terraform, Software development, APIs, Jenkins, GitLab, Python, German;;0;none;0.85;0.85;;0;api, aws, azure, ci/cd, cloud native, continuous integration, devops, docker, elasticsearch, gitlab, java, javascript, jenkins, kubernetes, nosql, python, react, software engineering, terraform;flexibility, ownership;;Bachelor's;-;1;api, aws, azure, ci/cd, cloud native, continuous integration, devops, docker, elasticsearch, gitlab, java, javascript, jenkins, kubernetes, nosql, python, react, software engineering, terraform;flexibility, ownership;;;5685;Cloud Engineer (m/w/d) / Software Engineer (m/w/d);Nürnberg;10421.0;Diehl Group;3;EUR;;;;;3.9;2025-10-22T00:00:00;Full-time;;Nürnberg;Bayern;Germany;49.45094;11.075269;Dr. Klaus Richter;Nürnberg, Deutschland;Luftfahrt & Verteidigung;Luft- & Raumfahrt, Verteidigung;1 bis 5 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Privatunternehmen;1902.0;Unknown;DevOps & Cloud;C;1;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;;
CI/CD, Kubernetes, Ansible, Tomcat, Microsoft SQL Server, Terraform, Linux, Apache, Python;;0;none;0.85;0.85;;0;ansible, apache, bash, ci/cd, http, kubernetes, linux, python, redhat, sql server, terraform, tomcat, windows;flexibility, innovation, troubleshooting;;Associate;5;1;ansible, apache, bash, ci/cd, http, kubernetes, linux, python, redhat, sql server, terraform, tomcat, windows;flexibility, innovation, troubleshooting;;;5686;(Senior) DevOps Engineer (all genders) – Linux & Automation;Frankfurt am Main;951609.0;DATAGROUP SE;25;EUR;;;;;3.7;2025-09-30T00:00:00;Full-time;;Frankfurt am Main;Hessen;Germany;50.11088;8.682433;Max H.-H. Schaber;Pliezhausen, Deutschland;IT-Kundenbetreuung;Informationstechnologie;100 bis 500 Millionen $ (USD);1.001 bis 5.000 Mitarbeiter;Aktiengesellschaft;1983.0;Unknown;DevOps & Cloud;J;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;;
